"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cooper Kupp (LAR)","9","11","163","18.1","44","0","2","1","-5","0","0","1","27.8","27.8","100.0%"
"2","Tyler Lockett (SEA)","8","11","178","22.3","63","0","1","0","0","0","0","1","23.8","23.8","97.6%"
"3","Mike Evans (TB)","5","9","75","15.0","26","0","2","0","0","0","0","1","19.5","19.5","99.0%"
"4","Henry Ruggs III (FA)","5","7","113","22.6","61","0","1","1","2","0","0","1","17.5","17.5","10.9%"
"5","Rondale Moore (ARI)","7","8","114","16.3","77","0","1","0","0","0","0","1","17.4","17.4","20.3%"
"6","Marquise Brown (BAL)","6","10","113","18.8","42","0","1","0","0","0","0","1","17.3","17.3","94.4%"
"7","Terry McLaurin (WAS)","11","14","107","9.7","18","0","1","0","0","0","0","1","16.7","16.7","98.9%"
"8","Freddie Swain (SEA)","5","5","95","19.0","68","0","1","1","5","0","0","1","16.0","16.0","0.3%"
"9","Courtland Sutton (DEN)","9","12","159","17.7","55","0","0","0","0","0","0","1","15.9","15.9","77.2%"
"10","Mike Williams (LAC)","7","10","91","13.0","27","0","1","0","0","0","0","1","15.1","15.1","94.3%"
"11","K.J. Osborn (MIN)","5","6","91","18.2","64","0","1","0","0","0","0","1","15.1","15.1","32.3%"
"12","D.J. Moore (CAR)","8","11","79","9.9","20","0","1","0","0","0","0","1","13.9","13.9","97.0%"
"13","Brandin Cooks (HOU)","9","14","78","8.7","22","0","1","0","0","0","0","1","13.8","13.8","91.6%"
"14","Julio Jones (TEN)","6","8","128","21.3","51","0","0","0","0","0","0","1","12.8","12.8","74.6%"
"15","Justin Jefferson (MIN)","6","10","65","10.8","14","0","1","0","0","0","0","1","12.5","12.5","99.9%"
"16","Michael Pittman Jr. (IND)","8","12","123","15.4","42","0","0","0","0","0","0","1","12.3","12.3","92.5%"
"17","Calvin Ridley (ATL)","7","10","63","9.0","22","0","1","0","0","0","0","1","12.3","12.3","68.1%"
"18","Byron Pringle (KC)","2","2","63","31.5","40","0","1","0","0","0","0","1","12.3","12.3","1.0%"
"19","Quintez Cephus (DET)","4","7","63","15.8","46","0","1","0","0","0","0","1","12.3","12.3","0.8%"
"20","Chris Godwin (TB)","4","5","62","15.5","26","0","1","0","0","0","0","1","12.2","12.2","98.9%"
"21","Davante Adams (GB)","8","9","121","15.1","50","0","0","0","0","0","0","1","12.1","12.1","100.0%"
"22","Stefon Diggs (BUF)","4","8","60","15.0","41","0","1","0","0","0","0","1","12.0","12.0","100.0%"
"23","Quez Watkins (PHI)","2","2","117","58.5","91","0","0","0","0","0","0","1","11.7","11.7","1.4%"
"24","Marvin Jones Jr. (JAC)","6","11","55","9.2","25","0","1","0","0","0","0","1","11.5","11.5","59.2%"
"25","DeAndre Hopkins (ARI)","4","4","54","13.5","16","0","1","0","0","0","0","1","11.4","11.4","99.3%"
"26","Darius Slayton (NYG)","3","6","54","18.0","33","0","1","0","0","0","0","1","11.4","11.4","5.3%"
"27","Ja'Marr Chase (CIN)","2","4","54","27.0","42","0","1","0","0","0","0","1","11.4","11.4","98.5%"
"28","Keenan Allen (LAC)","4","8","108","27.0","42","0","0","0","0","0","0","1","10.8","10.8","99.1%"
"29","Demarcus Robinson (KC)","3","4","46","15.3","33","0","1","0","0","0","0","1","10.6","10.6","0.8%"
"30","Diontae Johnson (PIT)","9","12","105","11.7","41","0","0","0","0","0","0","1","10.5","10.5","98.0%"
"31","A.J. Green (ARI)","3","6","44","14.7","29","0","1","0","0","0","0","1","10.4","10.4","33.6%"
"32","JuJu Smith-Schuster (PIT)","6","7","41","6.8","17","0","0","1","3","1","0","1","10.4","10.4","19.2%"
"33","Brandon Zylstra (CAR)","3","3","44","14.7","20","0","1","0","0","0","0","1","10.4","10.4","0.1%"
"34","Deebo Samuel (SF)","6","8","93","15.5","40","0","0","2","8","0","0","1","10.1","10.1","98.4%"
"35","Tee Higgins (CIN)","6","10","60","10.0","14","0","1","0","0","0","1","1","10.0","10.0","93.5%"
"36","Adam Thielen (MIN)","6","7","39","6.5","15","0","1","0","0","0","0","1","9.9","9.9","97.2%"
"37","Zach Pascal (IND)","5","6","38","7.6","9","0","1","0","0","0","0","1","9.8","9.8","4.2%"
"38","Tim Patrick (DEN)","3","4","37","12.3","14","0","1","0","0","0","0","1","9.7","9.7","20.9%"
"39","CeeDee Lamb (DAL)","8","9","81","10.1","34","0","0","1","13","0","0","1","9.4","9.4","99.6%"
"40","Sterling Shepard (NYG)","9","10","94","10.4","21","0","0","1","-9","0","0","1","8.5","8.5","33.4%"
"41","Allen Robinson II (CHI)","2","4","24","12.0","13","0","1","0","0","0","0","1","8.4","8.4","60.7%"
"42","Jauan Jennings (SF)","2","2","17","8.5","11","0","1","0","0","0","0","1","7.7","7.7","0.7%"
"43","Tyler Boyd (CIN)","7","9","73","10.4","22","0","0","0","0","0","0","1","7.3","7.3","65.4%"
"44","Braxton Berrios (NYJ)","7","11","73","10.4","27","0","0","0","0","0","0","1","7.3","7.3","0.2%"
