"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cooper Kupp (LAR)","9","13","136","15.1","42","0","2","1","1","0","0","1","34.7","34.7","99.9%"
"2","Tyreek Hill (MIA)","12","13","148","12.3","40","0","1","0","0","0","0","1","32.8","32.8","99.9%"
"3","Brandin Cooks (HOU)","7","10","102","14.6","43","0","2","0","0","0","0","1","29.2","29.2","94.7%"
"4","Gabriel Davis (BUF)","5","7","85","17.0","28","0","2","0","0","0","0","1","25.5","25.5","90.7%"
"5","Christian Kirk (JAC)","9","12","94","10.4","26","0","1","0","0","0","0","1","24.4","24.4","87.7%"
"6","Amon-Ra St. Brown (DET)","8","11","90","11.3","37","0","1","1","5","0","0","1","23.5","23.5","95.6%"
"7","Russell Gage (TB)","8","12","91","11.4","21","0","1","0","0","0","0","1","23.1","23.1","85.1%"
"8","Marquez Valdes-Scantling (KC)","5","7","98","19.6","31","0","1","0","0","0","0","1","20.8","20.8","71.9%"
"9","Tyler Boyd (CIN)","5","6","96","19.2","56","0","1","0","0","0","0","1","20.6","20.6","63.5%"
"10","Keenan Allen (LAC)","6","10","78","13.0","29","0","1","0","0","0","0","1","19.8","19.8","99.5%"
"11","Deebo Samuel (SF)","4","5","60","15.0","30","0","0","6","29","1","0","1","18.9","18.9","99.9%"
"12","Josh Reynolds (DET)","6","6","68","11.3","22","0","1","0","0","0","0","1","18.8","18.8","0.8%"
"13","Marquez Callaway (NO)","6","9","112","18.7","40","0","0","0","0","0","0","1","17.2","17.2","1.9%"
"14","DeVante Parker (NE)","4","8","68","17.0","37","0","1","0","0","0","0","1","16.8","16.8","53.1%"
"15","Davante Adams (LV)","6","7","44","7.3","16","0","1","0","0","0","0","1","16.4","16.4","99.9%"
"16","Justin Jefferson (MIN)","4","10","47","11.8","18","0","1","0","0","0","0","1","14.7","14.7","99.9%"
"17","Marquise Brown (ARI)","10","14","43","4.3","7","0","0","0","0","0","0","1","14.3","14.3","94.4%"
"18","Stefon Diggs (BUF)","4","7","35","8.8","11","0","1","0","0","0","0","1","13.5","13.5","99.9%"
"19","Tim Patrick (DEN)","3","5","42","14.0","25","0","1","0","0","0","0","1","13.2","13.2","38.3%"
"20","DJ Moore (CAR)","6","11","48","8.0","16","0","0","0","0","0","0","1","12.8","12.8","97.8%"
"21","Zay Jones (JAC)","6","9","67","11.2","16","0","0","0","0","0","0","1","12.7","12.7","1.0%"
"22","Jauan Jennings (SF)","3","6","28","9.3","15","0","1","0","0","0","0","1","11.8","11.8","1.1%"
"23","Laquon Treadwell (JAC)","6","9","57","9.5","21","0","0","0","0","0","0","1","11.7","11.7","0.3%"
"24","Darnell Mooney (CHI)","5","7","63","12.6","27","0","0","1","3","0","0","1","11.6","11.6","92.9%"
"25","Jakobi Meyers (NE)","6","12","44","7.3","10","0","0","1","9","0","0","1","11.3","11.3","81.2%"
"26","DK Metcalf (SEA)","6","12","52","8.7","12","0","0","0","0","0","0","1","11.2","11.2","97.9%"
"27","CeeDee Lamb (DAL)","6","9","50","8.3","16","0","0","0","0","0","0","1","11.0","11.0","99.8%"
"28","Chris Godwin (TB)","6","7","49","8.2","23","0","0","0","0","0","0","1","10.9","10.9","94.7%"
"29","Greg Ward (PHI)","2","3","28","14.0","19","0","1","0","0","0","0","1","10.8","10.8","0.1%"
"30","Braxton Berrios (NYJ)","1","1","26","26.0","4","0","0","2","10","1","0","1","10.6","10.6","9.2%"
"31","A.J. Green (ARI)","4","8","64","16.0","27","0","0","0","0","0","0","1","10.4","10.4","4.8%"
"32","Bryan Edwards (ATL)","3","4","8","2.7","8","0","1","0","0","0","0","1","9.8","9.8","1.2%"
"33","Diontae Johnson (PIT)","5","5","38","7.6","16","0","0","1","10","0","0","1","9.8","9.8","98.1%"
"34","Kendrick Bourne (NE)","3","3","44","14.7","20","0","0","2","19","0","0","1","9.3","9.3","12.3%"
"35","Damiere Byrd (ATL)","5","6","62","12.4","17","0","0","0","0","0","1","1","9.2","9.2","0.2%"
"36","Robbie Anderson (CAR)","3","8","29","9.7","13","0","0","2","33","0","0","1","9.2","9.2","16.6%"
"37","Jamison Crowder (BUF)","5","8","40","8.0","14","0","0","0","0","0","0","1","9.0","9.0","14.9%"
"38","Jalen Guyton (LAC)","2","2","10","5.0","6","0","1","0","0","0","0","1","9.0","9.0","0.9%"
"39","Laviska Shenault Jr. (JAC)","4","7","39","9.8","11","0","0","1","10","0","0","1","8.9","8.9","1.8%"
"40","Donovan Peoples-Jones (CLE)","4","8","48","12.0","25","0","0","0","0","0","0","1","8.8","8.8","12.5%"
"41","Jalen Reagor (PHI)","3","3","57","19.0","34","0","0","0","0","0","0","1","8.7","8.7","1.1%"
"42","Kenny Golladay (NYG)","3","8","53","17.7","36","0","0","0","0","0","0","1","8.3","8.3","64.1%"
"43","Ben Skowronek (LAR)","4","5","42","10.5","14","0","0","0","0","0","0","1","8.2","8.2","0.1%"
"44","Isaiah Ford (MIA)","3","3","51","17.0","27","0","0","0","0","0","0","1","8.1","8.1","0.0%"
"45","Tyler Johnson (TB)","4","7","41","10.3","18","0","0","0","0","0","0","1","8.1","8.1","0.6%"
"46","Mike Williams (LAC)","3","9","49","16.3","27","0","0","0","0","0","0","1","7.9","7.9","95.1%"
"47","Ihmir Smith-Marsette (MIN)","1","2","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.3%"
"48","Cole Beasley (FA)","4","8","35","8.8","12","0","0","0","0","0","0","1","7.5","7.5","1.0%"
"49","Nelson Agholor (NE)","4","6","34","8.5","10","0","0","0","0","0","0","1","7.4","7.4","1.3%"
"50","Olamide Zaccheaus (ATL)","2","2","53","26.5","49","0","0","0","0","0","0","1","7.3","7.3","1.0%"
"51","Nick Westbrook-Ikhine (TEN)","4","7","32","8.0","12","0","0","0","0","0","0","1","7.2","7.2","1.2%"
"52","N'Keal Harry (NE)","2","5","52","26.0","43","0","0","0","0","0","0","1","7.2","7.2","0.5%"
"53","Terry McLaurin (WAS)","2","4","51","25.5","46","0","0","0","0","0","0","1","7.1","7.1","97.3%"
"54","Chester Rogers (FA)","4","4","30","7.5","13","0","0","0","0","0","0","1","7.0","7.0","1.0%"
"55","DeVonta Smith (PHI)","3","5","40","13.3","28","0","0","0","0","0","0","1","7.0","7.0","91.1%"
"56","James Washington (DAL)","3","5","36","12.0","19","0","0","0","0","0","0","1","6.6","6.6","5.8%"
"57","Phillip Dorsett II (HOU)","2","3","43","21.5","33","0","0","0","0","0","0","1","6.3","6.3","0.2%"
