"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"56","Kendrick Bourne (NE)","3","4","34","11.3","18","0","0","0","0","0","0","1","3.4","3.4","29.2%"
"57","Tyreek Hill (KC)","4","11","37","9.3","13","0","0","1","-4","0","0","1","3.3","3.3","100.0%"
"58","Cole Beasley (BUF)","8","11","33","4.1","9","0","0","0","0","0","0","1","3.3","3.3","67.9%"
"59","Courtland Sutton (DEN)","1","2","9","9.0","9","0","0","0","0","0","0","1","2.9","2.9","77.2%"
"60","Ja'Marr Chase (CIN)","6","13","49","8.2","15","0","0","2","0","0","1","1","2.9","2.9","98.5%"
"61","Kenny Golladay (NYG)","2","3","28","14.0","14","0","0","0","0","0","0","1","2.8","2.8","56.3%"
"62","Cedrick Wilson Jr. (DAL)","2","5","28","14.0","24","0","0","0","0","0","0","1","2.8","2.8","5.7%"
"63","Nico Collins (HOU)","3","3","25","8.3","11","0","0","0","0","0","0","1","2.5","2.5","1.1%"
"64","Rondale Moore (ARI)","5","5","25","5.0","9","0","0","0","0","0","0","1","2.5","2.5","20.3%"
"65","Ashton Dulin (IND)","2","2","23","11.5","17","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"66","CeeDee Lamb (DAL)","2","9","23","11.5","18","0","0","0","0","0","0","1","2.3","2.3","99.6%"
"67","Joshua Palmer (LAC)","2","2","22","11.0","15","0","0","0","0","0","0","1","2.2","2.2","1.6%"
"68","Marvin Jones Jr. (JAC)","3","5","21","7.0","12","0","0","0","0","0","0","1","2.1","2.1","59.2%"
"69","Denzel Mims (NYJ)","1","5","20","20.0","20","0","0","0","0","0","0","1","2.0","2.0","0.7%"
"70","Mecole Hardman (KC)","3","6","20","6.7","9","0","0","0","0","0","0","1","2.0","2.0","31.4%"
"71","Laviska Shenault Jr. (JAC)","4","4","24","6.0","9","0","0","1","-4","0","0","1","2.0","2.0","38.8%"
"72","K.J. Osborn (MIN)","1","2","20","20.0","20","0","0","0","0","0","0","1","2.0","2.0","32.3%"
"73","Zay Jones (LV)","1","4","20","20.0","20","0","0","0","0","0","0","1","2.0","2.0","1.1%"
"74","Marquez Valdes-Scantling (GB)","2","2","19","9.5","16","0","0","0","0","0","0","1","1.9","1.9","32.5%"
"75","Jalen Guyton (LAC)","1","2","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","13.9%"
"76","Mike Thomas (CIN)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"77","Anthony Schwartz (CLE)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.3%"
"78","Nick Westbrook-Ikhine (TEN)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","16.3%"
"79","Kirk Merritt (MIA)","1","3","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
