"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Van Jefferson (LAR)","3","6","88","29.3","68","0","0","0","0","0","0","1","11.8","11.8","71.2%"
"34","Tyler Johnson (TB)","5","6","65","13.0","31","0","0","0","0","0","0","1","11.5","11.5","1.2%"
"35","Mecole Hardman (KC)","5","7","63","12.6","24","0","0","0","0","0","0","1","11.3","11.3","30.8%"
"36","Tajae Sharpe (ATL)","5","6","58","11.6","17","0","0","0","0","0","0","1","10.8","10.8","1.2%"
"37","Brandon Aiyuk (SF)","4","7","45","11.3","23","0","0","0","0","0","0","1","10.5","10.5","88.3%"
"38","Chase Claypool (PIT)","4","5","45","11.3","16","0","0","2","16","0","0","1","10.1","10.1","88.0%"
"39","A.J. Green (ARI)","5","8","50","10.0","23","0","0","0","0","0","0","1","10.0","10.0","33.5%"
"40","Jarvis Landry (CLE)","5","10","65","13.0","19","0","0","1","5","0","1","1","10.0","10.0","76.4%"
"41","D.J. Moore (CAR)","4","8","59","14.8","23","0","0","0","0","0","0","1","9.9","9.9","97.0%"
"42","Nick Westbrook-Ikhine (TEN)","2","3","16","8.0","11","0","1","0","0","0","0","1","9.6","9.6","16.3%"
"43","Jakobi Meyers (NE)","4","9","36","9.0","16","0","0","0","0","0","0","1","9.6","9.6","63.1%"
"44","Nico Collins (HOU)","4","4","55","13.8","26","0","0","0","0","0","0","1","9.5","9.5","1.1%"
"45","Tim Patrick (DEN)","3","3","64","21.3","31","0","0","0","0","0","0","1","9.4","9.4","20.7%"
"46","Joshua Palmer (LAC)","1","1","24","24.0","24","0","1","0","0","0","0","1","9.4","9.4","1.6%"
"47","Braxton Berrios (NYJ)","2","2","13","6.5","8","0","1","0","0","0","0","1","9.3","9.3","0.3%"
"48","Zach Pascal (IND)","5","8","43","8.6","11","0","0","0","0","0","0","1","9.3","9.3","4.2%"
"49","John Ross (NYG)","2","3","72","36.0","50","0","0","0","0","0","0","1","9.2","9.2","0.1%"
"50","Nelson Agholor (NE)","3","6","60","20.0","44","0","0","0","0","0","0","1","9.0","9.0","15.1%"
"51","Mohamed Sanu Sr. (SF)","3","4","59","19.7","21","0","0","0","0","0","0","1","8.9","8.9","0.1%"
"52","Deonte Harris (NO)","3","7","35","11.7","14","0","0","1","22","0","0","1","8.7","8.7","6.9%"
"53","Christian Kirk (ARI)","4","6","46","11.5","29","0","0","0","0","0","0","1","8.6","8.6","59.4%"
"54","DeAndre Hopkins (ARI)","2","2","66","33.0","55","0","0","0","0","0","0","1","8.6","8.6","99.3%"
"55","Marvin Jones Jr. (JAC)","5","8","35","7.0","13","0","0","0","0","0","0","1","8.5","8.5","58.5%"
"56","Jerry Jeudy (DEN)","4","4","39","9.8","18","0","0","1","0","0","0","1","7.9","7.9","81.8%"
"57","Amon-Ra St. Brown (DET)","3","5","46","15.3","34","0","0","0","0","0","0","1","7.6","7.6","11.3%"
"58","Kadarius Toney (NYG)","4","5","26","6.5","11","0","0","0","0","0","0","1","7.4","7.4","29.4%"
"59","Juwann Winfree (GB)","4","6","30","7.5","12","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"60","Jaylen Waddle (MIA)","4","11","29","7.3","12","0","0","0","0","0","0","1","6.9","6.9","92.8%"
"61","Terry McLaurin (WAS)","3","7","23","7.7","17","0","0","1","12","0","0","1","6.5","6.5","98.9%"
"62","Sterling Shepard (NYG)","4","7","25","6.3","19","0","0","0","0","0","0","1","6.5","6.5","34.0%"
"63","Marquez Callaway (NO)","3","5","30","10.0","16","0","0","0","0","0","0","1","6.0","6.0","27.9%"
"64","Courtland Sutton (DEN)","2","4","40","20.0","31","0","0","0","0","0","0","1","6.0","6.0","77.0%"
"65","Ben Skowronek (LAR)","3","3","30","10.0","20","0","0","0","0","0","0","1","6.0","6.0","0.1%"
"66","Kendrick Bourne (NE)","4","7","38","9.5","14","0","0","0","0","0","1","1","5.8","5.8","29.0%"
"67","Adam Humphries (WAS)","2","3","35","17.5","23","0","0","0","0","0","0","1","5.5","5.5","0.3%"
"68","Keelan Cole Sr. (NYJ)","3","5","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","1.0%"
"69","Marquise Goodwin (CHI)","2","3","32","16.0","22","0","0","0","0","0","0","1","5.2","5.2","0.7%"
"70","Allen Robinson II (CHI)","3","4","21","7.0","10","0","0","0","0","0","0","1","5.1","5.1","60.8%"
"71","N'Keal Harry (NE)","2","2","30","15.0","15","0","0","0","0","0","0","1","5.0","5.0","0.2%"
"72","Denzel Mims (NYJ)","2","3","30","15.0","17","0","0","0","0","0","0","1","5.0","5.0","0.7%"
"73","Kevin White (NO)","1","1","38","38.0","38","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"74","Rashard Higgins (CLE)","2","4","27","13.5","16","0","0","0","0","0","0","1","4.7","4.7","0.3%"
"75","Laviska Shenault Jr. (JAC)","2","4","13","6.5","7","0","0","1","8","0","0","1","4.1","4.1","38.2%"
"76","Justin Jefferson (MIN)","2","4","21","10.5","18","0","0","0","0","0","0","1","4.1","4.1","99.9%"
"77","Jaelon Darden (TB)","3","3","11","3.7","8","0","0","0","0","0","0","1","4.1","4.1","0.1%"
"78","Mike Williams (LAC)","2","5","19","9.5","14","0","0","0","0","0","0","1","3.9","3.9","94.5%"
"79","Quez Watkins (PHI)","2","2","18","9.0","16","0","0","0","0","0","0","1","3.8","3.8","1.4%"
"80","T.Y. Hilton (IND)","2","5","16","8.0","10","0","0","0","0","0","0","1","3.6","3.6","19.3%"
"81","Chris Moore (HOU)","2","2","16","8.0","8","0","0","0","0","0","0","1","3.6","3.6","0.1%"
"82","Rondale Moore (ARI)","3","4","24","8.0","9","0","0","2","1","0","1","1","3.5","3.5","20.2%"
"83","Chris Conley (HOU)","1","2","24","24.0","24","0","0","0","0","0","0","1","3.4","3.4","0.4%"
"84","Dax Milne (WAS)","1","2","22","22.0","22","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"85","Equanimeous St. Brown (GB)","2","3","12","6.0","7","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"86","Jalen Reagor (PHI)","1","2","0","0.0","0","0","0","2","21","0","0","1","3.1","3.1","13.6%"
"87","Cam Sims (WAS)","1","2","20","20.0","20","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"88","K.J. Osborn (MIN)","2","3","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","32.3%"
"89","Collin Johnson (NYG)","2","2","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"90","Demarcus Robinson (KC)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.8%"
"91","Jalen Guyton (LAC)","1","2","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","14.6%"
"92","Amari Rodgers (GB)","1","3","7","7.0","7","0","0","1","11","0","0","1","2.8","2.8","0.4%"
"93","DeVonta Smith (PHI)","1","3","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","85.5%"
"94","Danny Amendola (HOU)","2","5","3","1.5","3","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"95","Olamide Zaccheaus (ATL)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.8%"
"96","Byron Pringle (KC)","1","2","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","1.0%"
"97","Tyron Johnson (LV)","1","2","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"98","Jeff Smith (NYJ)","1","1","10","10.0","10","0","0","1","-1","0","0","1","1.9","1.9","0.0%"
"99","Marcus Johnson (TEN)","1","5","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.6%"
"100","Noah Brown (DAL)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.2%"
"101","Antoine Wesley (ARI)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"102","Odell Beckham Jr. (LAR)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","90.4%"
"103","Ihmir Smith-Marsette (MIN)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"104","Tavon Austin (JAC)","1","3","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"105","James Washington (PIT)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"106","Ray-Ray McCloud (PIT)","0","0","0","0","0","0","0","1","10","0","0","1","1.0","1.0","0.4%"
"107","Shi Smith (CAR)","1","1","-2","-2.0","0","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"108","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"109","Travis Fulgham (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Jason Moore Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Anthony Ratliff-Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Davion Davis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"115","KeeSean Johnson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Malik Henry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","DeAndre Thompkins (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Preston Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","Jayson Stanley (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"123","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Quinton Bell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"125","Miles Boykin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Darius Slayton (NYG)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.7%"
"129","Ashton Dulin (IND)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"130","Jody Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Bisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6%"
"134","Trinity Benson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Aaron Parker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Rashod Bateman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.5%"
"140","Isaiah Coulter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Kirk Merritt (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Malcolm Perry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"146","Chris Finke (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"148","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Lawrence Cager (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Austin Mack (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"152","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Binjimen Victor (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Manasseh Bailey (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Jalen McCleskey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Josh Pearson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","John Hurst (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Derrick Dillon (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Kendall Hinton (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Tyler Simmons (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Jaylon Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Jauan Jennings (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"166","Tom Kennedy (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Gunner Olszewski (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"168","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","D.J. Montgomery (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Steven Sims Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Kalija Lipscomb (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Juwan Johnson (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"174","Quartney Davis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Tarik Black (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Tyler Vaughns (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Easop Winston Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Joe Reed (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"180","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","James Proche II (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Antonio Gandy-Golden (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","KJ Hill Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"184","John Hightower (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Aaron Fuller (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Donovan Peoples-Jones (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5%"
"187","Devin Duvernay (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"188","KJ Hamler (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"189","Michael Gallup (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.9%"
"190","Calvin Ridley (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.1%"
"191","Anthony Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"192","Brandon Zylstra (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"193","River Cracraft (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Dante Pettis (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"195","Deon Cain (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Dylan Cantrell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Marquez Valdes-Scantling (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7%"
"198","Daurice Fountain (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Keke Coutee (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","DaeSean Hamilton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Robert Foster (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Javon Wims (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Auden Tate (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"204","Richie James Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Allen Lazard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"206","D.J. Chark Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.0%"
"207","J'Mon Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Jester Weah (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Isaac Whitney (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Marcus Kemp (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"211","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"212","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","C.J. Board (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"215","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Justin Watson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6%"
"218","Malik Turner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"219","KhaDarel Hodge (DET)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"220","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.4%"
"222","Alexander Hollins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Andy Isabella (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"224","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Hunter Renfrow (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.6%"
"227","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"228","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Russell Gage (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.8%"
"230","Brandon Powell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Vyncint Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Caleb Scott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","De'Mornay Pierson-El (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Rico Gafford (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Jordan Veasy (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Cameron Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Trent Sherfield (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"240","Keith Kirkwood (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Maurice Ffrench (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","JoJo Ward (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","D'Wayne Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"244","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Warren Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Damon Hazelton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Chris Blair (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Brandon Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Rico Bussey (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Javon McKinley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Osirus Mitchell (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Kawaan Baker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Jalen Camp (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Racey McMath (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Austin Trammell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
